cigar_id,title,url,brand,line,wrapper,vitola,size,box_qty,price,in_stock,current_promotions_applied
DREWESTATE|DREWESTATE|HERRERAESTELINORTENO|LONSDALEDELUXE|LONSDALEDELUXE|6.25x44|MEX|BOX25,Lonsdale Deluxe,https://www.cigarsdirect.com/collections/herrera-esteli-by-drew-estate-norteno/products/herrera-esteli-by-drew-estate-norteno-lonsdale?variant=31084935413857,Drew Estate,Herrera Esteli Norteno,Mexican San Andres,Lonsdale Deluxe,6.25x44,25,246.38,False,
ARTUROFUENTE|ARTUROFUENTE|OPUSXANGEL'SSHARE|RESERVAD'CHATEAU|RESERVAD'CHATEAU|7.5x48|DOM|BOX32,Reserva d'Chateau,https://www.cigarsdirect.com/products/arturo-fuente-opus-x-angels-share-reserva-dchateau,Arturo Fuente,Opus X Angel's Share,Dominican Rosado,Reserva d'Chateau,7.5x48,32,2200.0,False,
ARTUROFUENTE|ARTUROFUENTE|OPUSX|PETITLANCERO|PETITLANCERO|6.25x38|DOM|BOX32,Petit Lancero,https://www.cigarsdirect.com/products/arturo-fuente-opus-x-petit-lancero,Arturo Fuente,Opus X,Dominican Rosado,Petit Lancero,6.25x38,32,1649.99,False,
ARTUROFUENTE|ARTUROFUENTE|OPUSX|RESERVAD'CHATEAU|RESERVAD'CHATEAU|7.5x48|DOM|BOX32,Reserva d'Chateau,https://www.cigarsdirect.com/products/arturo-fuente-opus-x-reserva-dchateau,Arturo Fuente,Opus X,Dominican Rosado,Reserva d'Chateau,7.5x48,32,2099.99,False,
ARTUROFUENTE|ARTUROFUENTE|OPUSXANGEL'SSHARE|PERFECXIONX|PERFECXIONX|6.25x48|DOM|BOX32,PerfecXion X,https://www.cigarsdirect.com/products/arturo-fuente-opus-x-angels-share-perfecxion-x,Arturo Fuente,Opus X Angel's Share,Dominican Rosado,PerfecXion X,6.25x48,32,2050.0,False,
ARTUROFUENTE|ARTUROFUENTE|OPUSX|PERFECXIONX|PERFECXIONX|6x48|DOM|BOX32,PerfecXion X,https://www.cigarsdirect.com/products/arturo-fuente-opus-x-perfecxion-x,Arturo Fuente,Opus X,Dominican Rosado,PerfecXion X,6x48,32,1949.99,False,
ARTUROFUENTE|ARTUROFUENTE|OPUSXOROOSCURO|BELICOSOXXX|BELICOSOXXX|4.875x49|ORO|BOX42,Belicoso XXX,https://www.cigarsdirect.com/products/arturo-fuente-opus-x-rosado-oro-oscuro-belicoso-xxx?variant=39492470866097,Arturo Fuente,Opus X Oro Oscuro,Oro Oscuro,Belicoso XXX,4.875x49,42,2200.0,False,
ALECBRADLEY|ALECBRADLEY|BLACKMARKET|CHURCHILL|CHURCHILL|6.75x47|NIC|BOX24,Churchill,https://www.cigarsdirect.com/products/alec-bradley-black-market-churchill,Alec Bradley,Black Market,Nicaraguan,Churchill,6.75x47,24,255.31,True,
ARTUROFUENTE|ARTUROFUENTE|CASACUBA|DIVINEINSPIRATION|DIVINEINSPIRATION|6.125x47|ECU|BOX30,Divine Inspiration,https://www.cigarsdirect.com/products/arturo-fuente-casa-cuba-divine-inspiration,Arturo Fuente,Casa Cuba,Ecuadorian Habano,Divine Inspiration,6.125x47,30,356.4,False,
ARTUROFUENTE|ARTUROFUENTE|RAREPINK|SIGNATURE|SIGNATURE|6x46|ECU|BOX25,Signature,https://www.cigarsdirect.com/products/arturo-fuente-rare-pink-signature,Arturo Fuente,Rare Pink,Ecuadorian,Signature,6x46,25,1300.0,True,
ARTUROFUENTE|ARTUROFUENTE|DONCARLOS|ROBUSTO|ROBUSTO|5x50|CAM|BOX25,Robusto,https://www.cigarsdirect.com/products/arturo-fuente-don-carlos-robusto,Arturo Fuente,Don Carlos,Cameroon,Robusto,5x50,25,346.5,True,
ALECBRADLEY|ALECBRADLEY|BLACKMARKET|ROBUSTO|ROBUSTO|5x52|NIC|BOX24,Robusto,https://www.cigarsdirect.com/products/alec-bradley-black-market-robusto,Alec Bradley,Black Market,Nicaraguan,Robusto,5x52,24,222.91,True,
ALECBRADLEY|ALECBRADLEY|BLACKMARKETESTELI|GORDO|GORDO|6x60|NIC|BOX24,Gordo,https://www.cigarsdirect.com/products/alec-bradley-black-market-esteli-gordo,Alec Bradley,Black Market Esteli,Nicaraguan Habano,Gordo,6x60,24,270.43,True,
ALECBRADLEY|ALECBRADLEY|AMERICANSUNGROWN|ROBUSTO|ROBUSTO|5x50|ECU|BOX24,Robusto,https://www.cigarsdirect.com/products/alec-bradley-american-sungrown-blend-robusto,Alec Bradley,American Sun Grown,Ecuadorian Sumatra,Robusto,5x50,24,158.11,False,
ALECBRADLEY|ALECBRADLEY|AMERICANSUNGROWN|TORO|TORO|6x52|ECU|BOX24,Toro,https://www.cigarsdirect.com/products/alec-bradley-american-sungrown-blend-toro,Alec Bradley,American Sun Grown,Ecuadorian Sumatra,Toro,6x52,24,168.91,False,
ALECBRADLEY|ALECBRADLEY|AMERICANCLASSICBLEND|TORO|TORO|6x52|ECU|BOX24,Toro,https://www.cigarsdirect.com/products/alec-bradley-american-classic-blend-toro,Alec Bradley,American Classic Blend,Ecuadorian Connecticut,Toro,6x52,24,168.91,False,
ALECBRADLEY|ALECBRADLEY|AMERICANSUNGROWN|GORDO|GORDO|6x60|ECU|BOX24,Gordo,https://www.cigarsdirect.com/products/alec-bradley-american-sungrown-blend-gordo,Alec Bradley,American Sun Grown,Ecuadorian Sumatra,Gordo,6x60,24,192.67,False,
ALECBRADLEY|ALECBRADLEY|BLACKMARKET|GORDO|GORDO|6x60|NIC|BOX24,Gordo,https://www.cigarsdirect.com/products/alec-bradley-black-market-gordo,Alec Bradley,Black Market,Nicaraguan,Gordo,6x60,24,270.43,True,
ARTUROFUENTE|ARTUROFUENTE|DONCARLOS|PRESIDENTE|PRESIDENTE|6.5x50|CAM|BOX25,Presidente,https://www.cigarsdirect.com/products/arturo-fuente-don-carlos-presidente,Arturo Fuente,Don Carlos,Cameroon,Presidente,6.5x50,25,401.5,False,
ALECBRADLEY|ALECBRADLEY|BLACKMARKET|PUNK|PUNK|4x54|NIC|BOX24,Punk,https://www.cigarsdirect.com/products/alec-bradley-black-market-punk,Alec Bradley,Black Market,Nicaraguan,Punk,4x54,24,155.95,False,
FOUNDATION|OLMEC|OLMEC|ROBUSTO|ROBUSTO|5x50|MAD|BOX12,Maduro Robusto,https://www.cigarsdirect.com/products/foundation-cigar-co-olmec-maduro-robusto,Foundation,Olmec,Maduro,Robusto,5x50,12,166.54,True,
MONTECRISTO|MONTECRISTO|NICARAGUA|ROBUSTO|ROBUSTO|5x50|NIC|BOX20,Robusto,https://www.cigarsdirect.com/products/montecristo-nicaragua-robusto,Montecristo,Nicaragua,Nicaraguan Habano,Robusto,5x50,20,285.0,True,
MYFATHER|MYFATHER|LEBIJOU1922|CHURCHILL|CHURCHILL|7x52|NIC|BOX20,Churchill,https://www.cigarsdirect.com/products/my-father-cigars-le-bijou-1922-churchill,My Father,Le Bijou 1922,Nicaraguan Habano Oscuro,Churchill,7x52,20,243.0,False,
MYFATHER|MYFATHER|LEBIJOU1922|PETITROBUSTO|PETITROBUSTO|4.5x52|NIC|BOX20,Petit Robusto,https://www.cigarsdirect.com/products/my-father-cigars-le-bijou-1922-petit-robusto,My Father,Le Bijou 1922,Nicaraguan Habano Oscuro,Petit Robusto,4.5x52,20,830.0,True,
MYFATHER|MYFATHER|LEBIJOU1922|TORPEDO|TORPEDO|6.5x52|NIC|BOX20,Torpedo,https://www.cigarsdirect.com/collections/all/products/my-father-cigars-le-bijou-1922-torpedo,My Father,Le Bijou 1922,Nicaraguan Habano Oscuro,Torpedo,6.5x52,20,234.0,False,
OLIVA|OLIVA|CONNECTICUTRESERVE|LONSDALE|LONSDALE|6.5x43|CT|BOX20,Lonsdale,https://www.cigarsdirect.com/products/oliva-connecticut-reserve-lonsdale,Oliva,Connecticut Reserve,Connecticut Shade,Lonsdale,6.5x43,20,166.89,True,
OLIVA|OLIVA|CONNECTICUTRESERVE|ROBUSTO|ROBUSTO|5x50|CT|BOX20,Robusto,https://www.cigarsdirect.com/products/oliva-connecticut-reserve-robusto,Oliva,Connecticut Reserve,Connecticut Shade,Robusto,5x50,20,165.48,False,
MYFATHER|MYFATHER|JAIMEGARCIARESERVAESPECIAL|PETITROBUSTO|PETITROBUSTO|4.5x50|NIC|BOX20,Petit Robusto,https://www.cigarsdirect.com/products/my-father-cigars-jaime-garcia-reserva-especial-petit-robusto,My Father,Jaime Garcia Reserva Especial,Nicaraguan Habano,Petit Robusto,4.5x50,20,162.0,True,
FOUNDATION|OLMEC|OLMEC|ROBUSTO|ROBUSTO|5x50|CLA|BOX12,Claro Robusto,https://www.cigarsdirect.com/products/foundation-cigar-co-olmec-claro-robusto,Foundation,Olmec,Claro,Robusto,5x50,12,166.54,True,
MONTECRISTO|MONTECRISTO|EPIC|ROBUSTO|ROBUSTO|5x50|ECU|BOX10,Robusto,https://www.cigarsdirect.com/products/montecristo-epic-robusto,Montecristo,Epic,Ecuadorian Habano,Robusto,5x50,10,169.9,True,
CROWNEDHEADS|JERICHOHILL|JERICHOHILL|JACKBROWN|JACKBROWN|5x56|MAD|BOX24,Jack Brown,https://www.cigarsdirect.com/products/crowned-heads-jericho-hill-jack-brown,Crowned Heads,Jericho Hill,Maduro,Jack Brown,5x56,24,221.4,True,
OLIVA|OLIVA|CONNECTICUTRESERVE|CHURCHILL|CHURCHILL|7x48|CT|BOX20,Churchill,https://www.cigarsdirect.com/products/oliva-connecticut-reserve-churchill,Oliva,Connecticut Reserve,Connecticut Shade,Churchill,7x48,20,229.82,True,
CAO|CAO|AMAZONBASIN|TORO|TORO|6.25x52|ECU|BOX18,Toro,https://www.cigarsdirect.com/products/cao-amazon-basin-toro,CAO,Amazon Basin,Ecuadorian Sumatra,Toro,6.25x52,18,321.0,False,
CAO|CAO|GOLD|CHURCHILL|CHURCHILL|7x50|ECU|BOX20,Churchill,https://www.cigarsdirect.com/products/cao-gold-maduro-churchill,CAO,Gold,Ecuadorian Connecticut,Churchill,7x50,20,899.0,True,
MYFATHER|MYFATHER|FLORDELASANTILLAS|PETITROBUSTO|PETITROBUSTO|4.5x52|NIC|BOX20,Petit Robusto,https://www.cigarsdirect.com/products/my-father-cigars-flor-de-las-antillas-maduro-petit-robusto,My Father,Flor de las Antillas,Nicaraguan Sun Grown,Petit Robusto,4.5x52,20,162.0,True,
ASHTON|ASHTON|CLASSIC|PRIMEMINISTER|PRIMEMINISTER|6.75x48|CT|BOX25,Prime Minister,https://www.cigarsdirect.com/products/ashton-classic-prime-minister,Ashton,Classic,Connecticut Shade,Prime Minister,6.75x48,25,320.63,True,
ARTUROFUENTE|ARTUROFUENTE|OPUSXANGEL'SSHARE|FUENTEFUENTE|FUENTEFUENTE|5.625x46|DOM|BOX29,Fuente Fuente,https://www.cigarsdirect.com/products/arturo-fuente-opus-x-angels-share-robusto,Arturo Fuente,Opus X Angel's Share,Dominican Rosado,Fuente Fuente,5.625x46,29,1749.0,False,
ARTUROFUENTE|ARTUROFUENTE|OPUSX|DOUBLEROBUSTO|DOUBLEROBUSTO|5.75x52|DOM|BOX42,Double Robusto,https://www.cigarsdirect.com/products/arturo-fuente-opus-x-double-robusto,Arturo Fuente,Opus X,Dominican Rosado,Double Robusto,5.75x52,42,,False,
PUNCH|PUNCH|KNUCKLEBUSTER|GORDO|GORDO|6x60|NIC|BOX20,Gordo,https://www.cigarsdirect.com/collections/punch-knuckle-buster-shade/products/punch-knuckle-buster-shade-gordo#,Punch,Knuckle Buster,Habano,Gordo,6x60,20,659.0,False,
PUNCH|PUNCH|KNUCKLEBUSTER|GORDO|GORDO|6x60|MAD|BOX20,Gordo,https://www.cigarsdirect.com/collections/punch-knuckle-buster-maduro/products/punch-knuckle-buster-maduro-gordo#,Punch,Knuckle Buster,Connecticut Broadleaf,Gordo,6x60,20,659.0,False,
ARTUROFUENTE|ARTUROFUENTE|AÑEJO|NO.888|NO.888|6.625x44|MAD|BOX24,No. 888,https://www.cigarsdirect.com/products/arturo-fuente-anejo-888?variant=19712394788961,Arturo Fuente,Añejo,Maduro,No. 888,6.625x44,24,615.0,False,
MYFATHER|MYFATHER|FLORDELASANTILLAS|ROBUSTO|ROBUSTO|5x50|NIC|BOX20,Robusto,https://www.cigarsdirect.com/products/my-father-cigars-flor-de-las-antillas-robusto,My Father,Flor de las Antillas,Nicaraguan Sun Grown,Robusto,5x50,20,163.8,True,
