cigar_id,title,url,brand,line,wrapper,vitola,size,box_qty,price,in_stock
HOYODEMONTERREY|HOYODEMONTERREY|EXCALIBUR|EPICURE|EPICURE|5.25x50|CT|BOX20,Epicure,https://tobaccolocker.com/collections/general/products/hoyo-de-monterrey-excalibur-epicures-natural-cigar?variant=44034520219822,Hoyo de Monterrey,Excalibur,Connecticut Shade,Epicure,5.25x50,20,135.35,True
DREWESTATE|DREWESTATE|UNDERCROWNMADURO|GORDITO|GORDITO|6x60|SAN|BOX25,,https://tobaccolocker.com/products/liga-privada-undercrown-gordito-cigars-box-of-25?variant=44034386788526
OLIVA|OLIVA|SERIEV|BELICOSO|BELICOSO|5.5x54|ECU|BOX24,,https://tobaccolocker.com/products/oliva-v-belicoso-cigars-box-of-24?variant=44025445351598
OLIVA|OLIVA|SERIEV|TORPEDO|TORPEDO|6.5x52|ECU|BOX24,,https://tobaccolocker.com/products/oliva-v-torpedo-cigars-box-of-24?variant=44025445449902
OLIVA|OLIVA|SERIEV|DOUBLEROBUSTO|DOUBLEROBUSTO|5x54|ECU|BOX24,,https://tobaccolocker.com/products/oliva-v-double-robusto-cigars-box-of-24?variant=44025445482670
OLIVA|OLIVA|SERIEV|CHURCHILLEXTRA|CHURCHILLEXTRA|7x48|ECU|BOX24,,https://tobaccolocker.com/products/oliva-v-churchill-extra-cigars-box-of-24?variant=44025445417134
OLIVA|OLIVA|SERIEV|DOUBLETORO|DOUBLETORO|6x60|ECU|BOX24,,https://tobaccolocker.com/products/oliva-v-double-toro-cigars?variant=44025445646510
OLIVA|OLIVA|SERIEG|ROBUSTO|ROBUSTO|4.5x50|CAM|BOX25,,https://tobaccolocker.com/products/oliva-g-robusto-cigars-box-of-24?variant=44025449447598
OLIVA|OLIVA|SERIEG|TORO|TORO|6x50|CAM|BOX25,,https://tobaccolocker.com/products/oliva-g-toro-cigars?variant=43602033737902
OLIVA|OLIVA|SERIEG|CHURCHILL|CHURCHILL|7x48|CAM|BOX25,,https://tobaccolocker.com/products/oliva-g-churchill-cigars-box-of-25?variant=44025446006958
OLIVA|OLIVA|SERIEG|BELICOSO|BELICOSO|6x52|CAM|BOX25,,https://tobaccolocker.com/products/oliva-g-belicoso-cigars-box-of-25?variant=44025449087150
OLIVA|OLIVA|SERIEG|DOUBLEROBUSTO|DOUBLEROBUSTO|5x54|CAM|BOX25,,https://tobaccolocker.com/products/oliva-g-double-robusto-cigars-box-of-25?variant=44025449054382
MACANUDO|MACANUDO|CAFE|HYDEPARK|HYDEPARK|5.5x49|CT|BOX25,,https://tobaccolocker.com/products/macanudo-cafe-hyde-park-cigars-box-of-25?variant=44034589163694
MACANUDO|MACANUDO|CAFE|PORTOFINO|PORTOFINO|7x34|CT|BOX25,,https://tobaccolocker.com/products/macanudo-cafe-portofino-tube-cigars-box-of-25?variant=44034589786286
MACANUDO|MACANUDO|CAFE|BARONDEROTHSCHILD|BARONDEROTHSCHILD|6.5x42|CT|BOX25,,https://tobaccolocker.com/products/macanudo-cafe-baron-de-rothschild-cigars-box-of-25?variant=44034589753518
ROCKYPATEL|ROCKYPATEL|VINTAGE1990|ROBUSTO|ROBUSTO|5x50|HON|BOX20,,https://tobaccolocker.com/products/rocky-patel-vintage-1990-robusto-cigars?variant=44034585526446
ROCKYPATEL|ROCKYPATEL|VINTAGE1990|TORO|TORO|6x52|HON|BOX20,,https://tobaccolocker.com/products/rocky-patel-vintage-1990-toro-cigars?variant=44034585460910
ROCKYPATEL|ROCKYPATEL|VINTAGE1990|CHURCHILL|CHURCHILL|7x48|HON|BOX20,,https://tobaccolocker.com/products/rocky-patel-vintage-1990-churchill-cigars-box-of-2?variant=44034585198766
ROCKYPATEL|ROCKYPATEL|VINTAGE1992|ROBUSTO|ROBUSTO|5x50|ECU|BOX20,,https://tobaccolocker.com/products/rocky-patel-vintage-1992-robusto-cigars?variant=44034573238446
ROCKYPATEL|ROCKYPATEL|VINTAGE1992|TORPEDO|TORPEDO|6.5x52|ECU|BOX20,,https://tobaccolocker.com/products/rocky-patel-vintage-1992-torpedo-cigars?variant=44034573074606
ROCKYPATEL|ROCKYPATEL|VINTAGE1992|CHURCHILL|CHURCHILL|7x48|ECU|BOX20,,https://tobaccolocker.com/products/rocky-patel-vintage-1992-churchill-cigars-box-of-2?variant=44034573009070
CAO|CAO|FLATHEAD|V554CAMSHAFT|V554CAMSHAFT|5.5x54|CT|BOX24,,https://tobaccolocker.com/products/cao-flathead-v554-camshaft-cigars-box?variant=44034472378542
CAO|CAO|FLATHEAD|V660CARB|V660CARB|6x60|CT|BOX24,,https://tobaccolocker.com/products/cao-flathead-v660-carb-cigars-box?variant=44034472313006
CAO|CAO|FLATHEAD|V450SPARKPLUG|V450SPARKPLUG|4.5x50|CT|BOX24,,https://tobaccolocker.com/products/cao-flathead-sparkplug-cigars-box?variant=44034472247470
CAO|CAO|FLATHEAD|V770BIGBLOCK|V770BIGBLOCK|7x70|CT|BOX24,,https://tobaccolocker.com/products/cao-flathead-v770-big-block-cigars-box?variant=44034472280238
MONTECRISTO|MONTECRISTO|1935ANNIVERSARYNICARAGUA|DEMI|DEMI|5x50|NIC|BOX20,,https://tobaccolocker.com/products/montecristo-1935-anniversary-nicaragua-demi-cigars?variant=44034507178158
MYFATHER|MYFATHER|LEBIJOU1922|TORO|TORO|6.5x52|NIC|BOX23,,https://tobaccolocker.com/products/my-father-le-bijou-1922-toro-cigars-box-of-23?variant=44025907675310

